organization,count,usgs,id
"Montana Fish, Wildlife and Parks, Kalispell, Montana 59901, USA",5,False,6581
Columbia River Inter-Tribal Fish Commission,2,False,13314
"Flathead Lake Biological Station, Div. Biological Science, UM",4,False,16220
Alabama Water Science Center,3,True,105
Everglades National Park,1,False,13415
Wisconsin Cooperative Fishery Research Unit - Fisheries Analysis Center,1,False,18145
"Department of Earth and Environment, Boston University",2,False,7208
"Iowa State University, Ames, IA, USA",2,False,15296
"Washington State University, Pullman",2,False,5132
"Washington State University, P.O. Box 644236, Pullman, WA 99164",5,False,5127
Kentucky Water Science Center,11,True,354
"Senior Research Scientist, Cary Institute of Ecosystem Studies",2,False,25372
"Assistant Professor, Aquatic Sciences, College of Forest Resources, Mississippi State University",1,False,16626
"University of Windsor, Windsor, Ontario, Canada",2,False,6778
Office of Land Remote Sensing (Geography),7,True,498
"University of Wisconsin, Madison, WI",1,False,24576
USDA-ARS,7,False,6758
The Nature Conservancy,7,False,7041
"National Institute of Advanced Industrial Science and Technology, AIST, Japan",2,False,6981
"Colorado State University, Department of Ecosystem Science and Sustainability, and Natural Resource Ecology Laboratory",8,False,6737
UCSB,5,False,7168
Arizona State University,7,False,6607
Conservation International,4,False,16938
"Department of Environmental, Social and Spatial Change, Roskilde University, Denmark",1,False,13657
"Department of Environmental, Social and Spatial Change, Roskilde University, PO Box 260, Universitetsvej 1, DK-4000 Roskilde, Denmark",1,False,13410
"SILVIS Lab, Department of Forest and Wildlife Ecology, University of Wisconsin-Madison",6,False,13679
"Department of Biology, Trent University, Peterborough, ON  CA",2,False,12467
"10Department of Hydrology and Water Resources, University of Arizona, Tucson, Arizona 85721",4,False,13301
"University of Colorado, Boulder CO",7,False,6713
"Ducks Unlimited, Inc.",2,False,13073
U.S. Fish and Wildlife Sevice,14,False,6987
Auburn University,4,False,13360
"Environmental Sciences Division, Oak Ridge National Laboratory, Oak Ridge, TN",2,False,24694
Reclamation,3,False,27228
Ohio Department of Natural Resources,2,False,16232
"Geographic Information Science Center of Excellence (GIScCE), South Dakota State University, Brookings, USA",4,False,5087
Tufts University,3,False,6936
"School of Fish and Ocean Sciences, University of Alaska Fairbanks",2,False,24825
"University of the South; Sewanee, TN",1,False,27330
"University of Western Australia, Crawley, WA",1,False,27556
University of Western Australia,1,False,16662
Colorado Parks and Wildlife; Colorado State University,1,False,27254
Florida International University,3,False,7017
Federal Geographic Data Committee,2,True,5076
Office of the AD Administration and Enterprise Information,2,True,5071
Imperial College of London,2,False,7115
"NOAA/NMFS, Silver Spring, MD",7,False,7054
Bermuda Institute of Ocean Sciences,1,False,16634
NOAA NMFS,7,False,12641
University of New Hampshire,4,False,12667
"U.S. Environmental Protection Agency, Duluth, MN",3,False,13485
Long Point Waterfowl,1,False,13717
University of Kentucky,7,False,12425
"DOI, Bureau of Reclamation",1,False,7203
"USDA APHIS VS National Veterinary Services Laboratories, Ames, IA",4,False,12747
West Virginia Water Science Center,1,True,642
California Geological Survey,7,False,12640
University of California Davis,4,False,16975
former USGS employee,1,False,24583
USFWS,5,False,6654
"Swiss Ornithological Institute, Sempach, Switzerland",3,False,12551
"Marine and Environmental Science Centre, Universidade de Coimbra, Coimbra, Portugal",2,False,25244
University of Oregon,7,False,6604
NY State Dept of Conservation Region 4 Bureau of Fisheries,1,False,27581
"Lower Elwha Klallam Tribe, Port Angeles, WA",1,False,13135
"School of Aquatic and Fsiery Sciences, UW, Box 355020, Seattle, WA",2,False,24671
"University of Colorado, Geography Dept., Boulder, CO",1,False,25358
"Deltares, Netherlands",3,False,12474
"Department of Geology and Geophysics, University of Utah; Archie Carr Center for Sea Turtle Research, University of Florida",1,False,12562
Conservancy of Southwest Florida,1,False,12563
"Department of Biology, University of Central Florida",1,False,12564
"Rosenstiel School of Atomospheric Science, University of Miami",1,False,12565
University of California at Merced,3,False,6641
"Montana State University, Department of Mathematical Sciences, Bozeman, MT 59717",6,False,5120
NGTOC Rolla,4,True,404
"National Park Service, Yellowstone National Park, Mammoth, Wyoming 82190",12,False,5106
"Real Time Research, Inc., 231 SW Scalehouse Loop, Suite 101, Bend, OR 97702",1,False,17879
Wisconsin Department of Natural Resources,5,False,6913
D.J. Warren & Associates Inc.,1,False,27548
"U.S. Fish and Wildlife Service, Klamath Falls Fish and Wildlife Office, 1936 California Avenue, Klamath Falls, Oregon, 97601, USA",2,False,25313
University of Wisconsin - Stevens Point,2,False,17613
Avista Utilities,1,False,27546
"Department of Geological Sciences, University of Colorado, Boulder, Colorado",3,False,12481
"Earth Observatory of Singapore, Nanyang Technological University",4,False,5110
"California Institute of Technology, Pasadena, California",1,False,27544
Tribhuvan University,2,False,16728
Hokkaido University,3,False,16855
Tribhvan University,1,False,27545
NPS I&M,1,False,27542
"NPS, Fort Collins, CO",3,False,27461
"University of Arizona, Laboratory of Tree-Ring Research",21,False,6624
"University of Wisconsin, Milwaukee",2,False,18038
"University of Wyoming, Department of Botany, 1000 E. University Avenue, Laramie, WY 82071 USA. E-mail: tmartyn@uwyo.edu",1,False,27536
University of North Florida,2,False,24762
East Tennessee State University,1,False,27535
"U.S.D.A.  Forest Service, National Stream and Aquatic Ecology Center",2,False,16284
US National Park Service,5,False,20307
"U. S. Environmental Protection Agency, Environmental Effects Research Laboratory, Duluth, Minnesota",2,False,18078
"Illinois Natural History Survey, Champaign, Il",1,False,27529
"Environment Canada, Ottawa, ONT Canada",1,False,27530
AZ Game and FIsh Department,1,False,27527
"Uni. of Montana, Dept. of Mathematical Sciences",1,False,27528
"Department of biology/Sector of Ecology, Federal University of Lavras, Lavras, MG, Brazil",1,False,27532
"PPGTDS, DTECH/CAP, Federal University of São João Del-Rei, Ouro Branco, MG, Brazil",1,False,27533
"Bio-Ambiental Consultancy, Belo Horizonte, MG, Brazil",1,False,27534
"Natural Resource Ecology Lab, Colorado State U, Fort Collins, CO",2,False,27570
Harvard Univ.,3,False,16810
Unniversity of Guelph,1,False,25499
"USDA, Wildlife Services, National Wildlife Research Center",3,False,12434
"North Carolina Wildlife Resources Commission, 1003 Consolidated Rd., Elizabeth City, NC 27909",1,False,16149
"Department of Geosciences, Colorado State University, Fort Collins, Colorado",2,False,13539
"Department of Land, Air, and Water Resources, University of California, One Shields Avenue, Davis, CA, 95616, USA",3,False,12894
Saint Cloud State University,2,False,13317
Colorado School of Mines,8,False,6606
Mesa County Department of Public Works,2,False,27776
"Coastal and Marine Laboratory, Florida State University",2,False,24836
"USDA Forest Service, Pacific Southwest Research Station, Davis, California",1,False,13261
Bat Conservation International,2,False,12591
Rocky Mountain Geographic Science Center,4,True,547
"San Francisco Estuary Institute – Aquatic Science Center, Richmond, CA 94804",2,False,27771
San Francisco Estuary Institute,7,False,12703
Resource Management Associates,3,False,16871
"School of Aquatic and Fishery Sciences, University of Washington, Seattle, Washington, USA",1,False,17978
"Marine Science Program, University of South Carolina",2,False,27670
"Department of Earth and Oceanographic Science, Bowdoin College, Brunswick, ME",2,False,18855
"University of Georgia, Savannah River Ecology Laboratory, Warnell School of Forestry and Natural Resources, PO Drawer E, Aiken, SC 29802",2,False,27094
"U.S. Fish and Wildlife Service, Division of Migratory Birds",2,False,17821
"INSTAAR, University of Colorado",2,False,16833
Special Applications Science Center,1,True,573
Patagonia Adventure Expeditions,1,False,12885
University of St. Andrews,1,False,12470
"USGS Retired, deceased",1,False,27516
"Odum School of Ecology, University of Georgia, Athens, GA",1,False,27562
NOAA Space Weather Prediciton Center,1,False,20337
NOAA Great Lakes Environmental Research Laboratory,1,False,12789
"University of Nevada, Reno",3,False,16686
"Departamento de Ecología e Hidrología, Facultad de Biología, Universidad de Murcia, Campus de Espinardo, 30100 Murcia, Spain",1,False,27549
"1Departamento de Ecología e Hidrología, Facultad de Biología, Universidad de Murcia, Campus de Espinardo, 30100 Murcia, Spain",1,False,27550
"Universidad Nacional del Comahue, Quintral, Bariloche, Argentia",1,False,27524
"Universidad Nacional del Comahue. Bariloche, Argentina",1,False,27525
AASG National Geologic Map Database Project,1,True,100
Plumas County Office of Emergency Services,1,False,27371
"National Research Centre for the Conservation of Aquatic Mammals, Chico Mendes Institute for Biodiversity Conservation",1,False,27563
"Institute of Biological and Health Sciences, Federal University of Alagoas",1,False,27564
"NMFS National Systematics Laboratory, Smithsonian Institution",1,False,27510
"Department of Pathobiological Sciences, School of Veterinary Medicine, University of Wisconsin",3,False,13052
US Centers for Disease Control and Prevention (CDC),4,False,16974
Francis Marion Uinversity,2,False,18158
Wayne State University,2,False,7147
"U.S. Fish and Wildlife Service, Yreka Fish and Wildlife Office 1829 S. Oregon St., Yreka, CA  96097",1,False,27499
"Fish Biologist, Oregon Department of Fish and Wildlife, 1850 Miller Island Road, Klamath Falls, OR  97603",1,False,27501
"Fisheries Biologist, The Klamath Tribes, 5671 Sprague River Road, Chiloquin, OR 97624",1,False,27500
"Supervisory Hydrologist, Water Resources Branch, U.S. Fish and Wildlife Service, 911 NE 11th Ave., Portland, OR  97232-4181",1,False,27503
"Geographer/GIS Coordinator, NMFS, 777 Sonoma Ave., Suite 325, Santa Rosa, CA 95405",1,False,27504
DJ Case & Associates,1,False,13543
"Environmental Analyst, NY State Dept of Environmental Conservation",3,False,13464
Woolpert,1,False,27496
"SDCFWRU, USGS, Ducks Unlimited, Bismark",1,False,27498
"Geophysical Institute, University of Alaska, Fairbanks",2,False,13662
"US Fish and Wildlife Service, david_leonard@fws.gov",1,False,17930
Nevada Department of Wildlife,1,False,27489
U.C. Davis,2,False,13461
"Dr. Mosses Straus Dept of Marine Geosciences, Leon H. Charney School of Marine Sciences, University of Haifa",1,False,27488
"3. Alaska Department of Fish & Game, Division of Commercial Fish, Soldotna, AK 99669",1,False,6770
Alaska Department of Fish and Game,2,False,7058
"U.S. Fish and Wildlife Service, University of Montana, Missoula, MT 59812",12,False,5128
EcoAdapt,2,False,20326
Washington Department of Fish and Wildlife,7,False,12438
NGTOC Denver,5,True,5047
Bureau of Reclamation,2,False,6736
"Woods Hole Oceanographic Institution, Woods Hole, MA",1,False,13627
"Institute of Oceanology, Polish Academy of Sciences, Powstańców Warszawy 55, 81-712, Sopot, Poland",1,False,27475
University of North Carolina,7,False,7043
"Monterey Bay Aquarium Research Institute, Moss Landing, California",1,False,13620
"School of Renewable Natural Resources, Louisiana State University, Baton Rouge, LA",5,False,25282
"Wisconsin Department of Natural Resources, Madison, Wisconsin",1,False,27469
"US EPA, Office of Research and Development",1,False,27470
U.S. National Oceanic and Atmospheric Administration,1,False,12448
"USDA Agricultural Research Service, Ft. Collins, CO",1,False,25505
US Army Corp of Engineers,1,False,27471
Univ. of Quebec,1,False,27468
Geological Survey of Canada,3,False,13092
United States Fish and Wildlife Service–Bozeman Fish Technology,3,False,6584
"Qauntitative Fisheries Center, Department of Fisheries and Wildlife, Michigan State University",3,False,6600
"State Key Laboratory for Mineral Deposits Research, School of Earth Sciences and Engineering, Nanjing University, Nanjing 210023, China",1,False,27467
"New Mexico State University; 2Mpala Research Centre, P.O. Box 555, Nanyuki, Kenya",1,False,27463
